↑  Dept,Division,Course,Last Name,First Name,Term,Year,Item 11. I found the course intellectually stimulating.,Item 22. The course provided me with a deeper understanding of the subject matter.,Item 33. The instructor created a course atmosphere that was conducive to my learning.,"Item 44. Course projects, assignments, tests and/or exams improved my understanding of the course material.","Item 55. Course projects, assignments, tests and/or exams provided opportunity for me to demonstrate an understanding of the course material.","Item 66. Overall, the quality of my learning experience in this course was:",Instructor generated enthusiasm,Course Workload,I would recommend this course,Number of Students Invited,Number of Respondents
POL,ARTSC,Topics in Comp Pol III POL410H1-F-LEC5101,Beltran,Francisco,Fall,2017,5,4.8,4.8,4.8,4.6,4.6,4.6,3.4,4.4,8,5
POL,ARTSC,Topics in Comparative Pol I POL377H1-F-LEC0101,Beltran,Francisco,Fall,2017,4.1,4.4,4.3,4.1,4.1,4.1,4.2,3.2,3.9,32,15
POL,ARTSC,Pol & Transf of Asia-Pacific POL215Y1-Y-LEC0101,Bertrand,Jacques,Fall,2017,4.5,4.6,4.4,4.3,4.2,4,4.5,3.3,4.3,69,25
POL,ARTSC,Canadian Politics POL214Y1-Y-LEC0101,Craft,Jonathan,Fall,2017,3.6,4.1,3.9,3.6,3.7,3.5,4.1,3.3,3.5,294,104
POL,ARTSC,Geopolitics of Cyberspace POL481H1-F-LEC0101,Deibert,Ronald,Fall,2017,4.8,4.8,3.8,4,4.4,4.4,4.6,3.8,4.2,14,5
POL,ARTSC,Pol Economy of Dev POL447H1-F-LEC0101,Eyoh,Dickson,Fall,2017,3.8,3.8,3.7,4.2,4.2,3.7,3.7,3.8,3.7,18,6
POL,ARTSC,Introduction to I.R. POL208Y1-Y-LEC0101,Gunitskiy,Vsevolod,Fall,2017,4.2,4.3,4.3,3.8,3.8,3.9,4.2,3.6,4,344,121
POL,ARTSC,Introduction to I.R. POL208Y1-Y-LEC5101,Gunitskiy,Vsevolod,Fall,2017,4.2,4.3,4.3,3.7,3.9,3.8,4.3,3.6,3.9,204,59
POL,ARTSC,Democracy War Peace POL101Y1-Y-LEC0101,Hoffmann,Matthew,Fall,2017,2.9,3.4,3.3,3.2,3.3,2.8,3.2,3.2,2.7,974,370
POL,ARTSC,Topics: Latin America POL POL360H1-F-LEC0101,Kingsbury,Donald,Fall,2017,4.5,4.5,4.9,4.4,4.5,4.5,5,3.5,4.6,27,8
POL,ARTSC,Tops Middle East Pol POL479H1-F-LEC5101,Kingston,Paul,Fall,2017,4.8,4.9,4.9,4.8,5,4.6,5,3.9,4.9,16,8
POL,ARTSC,Emotions in Pol Theory POL373H1-F-LEC0101,Kingston,Rebecca,Fall,2017,3.9,4.1,3.7,3.9,3.8,3.9,4.1,2.8,3.8,63,15
POL,ARTSC,Canadian For Policy POL312Y1-Y-LEC0101,Kirton,John,Fall,2017,2.5,3.1,1.8,1.8,2.1,2.2,2.5,3.4,1.8,66,18
POL,ARTSC,Ethics & Int Relations POL469H1-F-LEC0101,Bertoldi,Nancy,Fall,2017,4.6,4,4.9,4.4,4.8,4.1,4.9,3.5,4.3,13,8
POL,ARTSC,Issues in Contemporary Greece POL385H1-F-LEC5101,Kotsovilis,Spyridon,Fall,2017,4.6,4.7,4.8,4.7,4.8,4.6,4.9,3.8,4.5,27,17
POL,ARTSC,Topics in I.R. III POL466H1-F-LEC5101,Lee,Seung,Fall,2017,4.4,4.6,4.7,4.6,4.7,4.7,4.4,3.6,4.7,10,9
POL,ARTSC,Public Opinion & Voting POL314H1-F-LEC0101,Nevitte,Neil,Fall,2017,4.8,4.9,5,4.5,4.3,4.5,4.7,3.5,4.6,29,11
POL,ARTSC,Topics in Comp Pol III POL410H1-F-LEC0101,Ong,Lynette,Fall,2017,4,4.8,3.2,4.2,4,3.8,3.2,3.4,3.6,14,5
POL,ARTSC,Topics in Comparative Pol III POL379H1-F-LEC0101,Ong,Lynette,Fall,2017,4,4.3,3.8,3.9,3.8,3.6,3.7,3.1,3.8,54,15
POL,ARTSC,Pol & Society in Russia POL354H1-F-LEC0101,Schwartz,Donald,Fall,2017,4.8,5,4.9,4.8,4.6,4.8,4.8,3.4,4.6,52,17
POL,ARTSC,Topics: Public Policy POL476H1-F-LEC0101,Smith,Alison,Fall,2017,4.2,4.7,4.9,4.7,4.6,3.8,4.3,4.3,4,15,9
POL,ARTSC,Topic in Comp Pol I POL438H1-F-LEC5101,Taschereau Mamers,Danielle,Fall,2017,4.7,4.9,4.7,4.4,4.4,4.5,4.9,3.2,4.3,12,10
POL,ARTSC,Politics of Immigration POL467H1-F-LEC0101,Tolley,Erin,Fall,2017,4.7,4.7,4.8,4.3,4.4,4.5,4.7,4.2,3.8,13,6
POL,ARTSC,Adv Topics in IPE POL477H1-F-LEC0101,Campbell-Verduyn,Malcolm,Fall,2017,4.4,4.8,4.8,4.6,4.4,4.2,4.2,4,4.3,14,5
POL,ARTSC,Global Political Economy I POL361H1-F-LEC5101,Campbell-Verduyn,Malcolm,Fall,2017,4.1,4.1,4.3,4.2,4.2,3.9,4.4,4,3.9,57,30
POL,ARTSC,Human Rights POL412H1-F-LEC5101,Zarnett,David,Fall,2017,4.3,3.9,4.1,4,3.9,3.9,3.9,3.5,3.9,14,8
POL,ARTSC,Ukraine: Pol Eco & Soc JHP304Y1-Y-LEC0101,Magocsi,Paul,Winter,2018,3.2,3.8,3.4,3.4,3.2,2.8,3.4,3,3,12,5
POL,ARTSC,Religion & Politics JPR364Y1-Y-LEC0101,Marshall,Ruth,Winter,2018,4.2,4.3,3.7,4,4,3.5,4,3.5,3.8,62,14
POL,ARTSC,Topics: Compar POL VI JRA402H1-S-LEC0101,Smith,Craig,Winter,2018,4.8,5,4.6,4,4,4,4.2,4,3.8,5,5
POL,ARTSC,Democracy War Peace POL101Y1-Y-LEC0101,Kingsbury,Donald,Winter,2018,3.3,3.4,3.4,3.2,3.2,2.9,3.7,3.3,3,938,278
POL,ARTSC,Political Theory POL200Y1-Y-LEC0101,Orwin,Clifford,Winter,2018,3.8,4,3.5,3.7,3.8,3.4,3.9,3.7,3.4,309,98
POL,ARTSC,Political Theory POL200Y1-Y-LEC5101,Balot,Ryan,Winter,2018,3.6,4,3.7,3.7,3.8,3.6,3.8,3.7,3.3,226,63
POL,ARTSC,Politics of Development POL201Y1-Y-LEC0101,Gnamo,Abbas,Winter,2018,3.9,3.8,3.6,3.8,3.8,3.4,3.5,3.2,3.4,141,39
POL,ARTSC,US Govt & Politics POL203Y1-Y-LEC5101,Hurl,Ryan,Winter,2018,3.8,4,3.7,3.6,3.7,3.4,3.9,3.2,3.7,112,30
POL,ARTSC,Politics in Europe POL207Y1-Y-LEC0101,Beltran,Francisco,Winter,2018,3.4,3.7,2.7,3.2,3.3,2.9,2.8,3.4,3,78,25
POL,ARTSC,Introduction to I.R. POL208Y1-Y-LEC0101,Campbell-Verduyn,Malcolm,Winter,2018,2.8,2.8,2.3,2.8,3,2.3,2.6,3.1,2.5,314,118
POL,ARTSC,Introduction to I.R. POL208Y1-Y-LEC5101,Jurgensen,Arnd,Winter,2018,3.8,4,3.5,3.2,3.4,3.4,3.7,3.3,3.5,180,44
POL,ARTSC,Pol & Transf of Asia-Pacific POL215Y1-Y-LEC0101,Falkenheim,Victor,Winter,2018,4.2,4.2,3.4,4.1,4.2,3.6,3.9,3.2,3.6,61,18
POL,ARTSC,Intro Quant Reason II POL232H1-S-LEC0101,Ariga,Kenichi,Winter,2018,3.4,3.4,3.8,3.6,3.7,3.1,4,3.6,2.6,46,18
POL,ARTSC,Intro Quant Reason II POL232H1-S-LEC5101,Ariga,Kenichi,Winter,2018,3.2,3.4,3.8,4.1,3.9,3.2,3.7,3.6,3,40,17
POL,ARTSC,Govt & Pol in Africa POL301Y1-Y-LEC0101,Gnamo,Abbas,Winter,2018,2.9,3.3,2.6,3,2.9,2.6,3.4,3.2,2.7,50,15
POL,ARTSC,Canadian For Policy POL312Y1-Y-LEC0101,Sarson,Leah,Winter,2018,3.6,3.8,3.9,3.3,3.4,3.4,3.6,3.4,3.1,58,40
POL,ARTSC,Canadian Federalism POL316Y1-Y-LEC5101,Pond,David,Winter,2018,4.5,4.7,4.9,4.6,4.5,4.6,5,2.8,4.4,52,19
POL,ARTSC,Modern Pol Thought POL320Y1-Y-LEC0101,Kingston,Rebecca,Winter,2018,4,3.9,3,3.6,3.7,3.3,3.2,3.4,3.4,158,37
POL,ARTSC,European Politics POL324H1-S-LEC0101,Arzheimer,Kai,Winter,2018,3.9,4.2,4.1,3.7,3.6,3.8,4.1,3,3.6,57,10
POL,ARTSC,U.S. Foreign Policy POL326Y1-Y-LEC0101,Jurgensen,Arnd,Winter,2018,3.5,3.7,3.5,3.1,3.1,3,3.7,3.2,2.8,129,35
POL,ARTSC,Politics & Gov in South Asia POL328Y1-Y-LEC0101,Murali,Kanta,Winter,2018,3.8,4.5,4.3,4.2,4.3,4.4,4,3.4,4,34,11
POL,ARTSC,Experiences of Conflict POL329H1-S-LEC0101,Bertoldi,Nancy,Winter,2018,4,3.8,4.1,3.7,3.7,3.6,4.1,3.4,3.8,63,26
POL,ARTSC,Politics & Morality POL330Y1-Y-LEC0101,Williams,Melissa,Winter,2018,4.2,3.9,3.7,3.9,3.9,3.4,4.1,3.8,3.5,58,16
POL,ARTSC,Canadian Constitution POL337Y1-Y-LEC5101,Pond,David,Winter,2018,4.5,4.5,4.5,4.3,4.3,4.4,4.7,3.1,4.4,56,12
POL,ARTSC,International Law POL340Y1-Y-LEC5101,Kennedy,Gerard,Winter,2018,4.1,4.2,3.9,3.5,3.5,3.4,4,3.5,3.6,208,40
POL,ARTSC,International Law POL340Y1-Y-LEC5101,Kolenda,Brian,Winter,2018,4.1,4.2,3.7,3.5,3.5,3.4,3.6,3.5,3.6,208,40
POL,ARTSC,Social Movements in Eur & NA POL344H1-S-LEC0101,Bashevkin,Sylvia,Winter,2018,4.6,4.6,4.5,3.6,3.8,3.9,4.6,2.9,4.2,37,11
POL,ARTSC,Becoming Israel POL345Y1-Y-LEC0101,Adler,Emanuel,Winter,2018,4.4,4.4,4.2,4.2,3.9,3.9,4.4,3,4.3,26,10
POL,ARTSC,Globaliz'n & Urban Pol POL349H1-S-LEC0101,Enright,Theresa,Winter,2018,4.3,4.3,4.6,4.3,4.1,4.1,4.4,3.2,4.3,60,12
POL,ARTSC,Global Political Economy II POL362H1-S-LEC5101,Campbell-Verduyn,Malcolm,Winter,2018,3.9,3.9,4.4,3.8,3.6,4,4.6,3.9,3.9,52,8
POL,ARTSC,Topics in I.P. POL380Y1-Y-LEC0101,LaRoche,Christopher,Winter,2018,3.6,3.4,3.7,3.2,3.3,2.9,3.8,3.8,2.6,51,16
POL,ARTSC,Topics in I.P. POL380Y1-Y-LEC0101,Pratt,Simon,Winter,2018,3.6,3.4,3.1,3.2,3.3,2.9,3.4,3.8,2.6,51,16
POL,ARTSC,Topics Canadian Pol POL382H1-S-LEC0101,Vipond,Robert,Winter,2018,4.3,4.3,4.4,4.3,4.4,4.4,4.5,3.7,3.7,58,13
POL,ARTSC,Global Environment Governance POL384H1-S-LEC0101,Neville,Kathryn,Winter,2018,4.3,4.3,4.3,4.2,4.1,4.2,4.4,3.9,4.1,64,19
POL,ARTSC,Topics in Comp Pol III POL410H1-S-LEC5101,Beltran,Francisco,Winter,2018,4.9,5,4.9,4.9,4.9,4.9,4.9,2.9,5,18,14
POL,ARTSC,Global South in Int Pol POL417Y1-Y-LEC5101,Gnamo,Abbas,Winter,2018,4.8,4.6,4.6,4.7,4.9,4.6,4.4,3.1,4.7,20,10
POL,ARTSC,Indigenous Politics POL424H1-S-LEC0101,Taschereau Mamers,Danielle,Winter,2018,4.5,4.8,4.8,4.6,4.8,4.5,5,2.9,4.6,15,11
POL,ARTSC,Democracy & Dictator POL426H1-S-LEC0101,Way,Lucan,Winter,2018,4.7,4.6,4.6,4.4,4.4,4.4,4.4,3.7,4.6,14,7
POL,ARTSC,Business & Politics POL435H1-S-LEC0101,Renckens,Stefan,Winter,2018,4.4,3.9,4.5,3.6,3.9,4,4.6,3.9,3.9,15,8
POL,ARTSC,Topic in Comp Pol II POL443H1-S-LEC0101,Manger,Mark,Winter,2018,4.8,5,4.7,4.5,4.5,4.5,4.7,2.8,4.8,10,6
POL,ARTSC,Pol & Soc Movements POL451H1-S-LEC0101,Fu,Diana,Winter,2018,4.5,4.6,4.3,3.8,4.1,3.9,4.4,3.3,3.8,13,8
POL,ARTSC,Innovat & Knowledge POL454H1-S-LEC0101,Wolfe,David,Winter,2018,4.7,5,4.7,4.3,4.3,3.7,4.7,3.7,4,12,5
POL,ARTSC,Topics Inter Pol I POL486Y1-S-LEC0101,Gilady,Lilach,Winter,2018,4.9,4.9,4.9,4.4,4.3,4.9,4.8,3.9,4.7,13,10
POL,ARTSC,Topics Inter Pol II POL487H1-S-LEC0201,Gilady,Lilach,Winter,2018,4.7,4.5,4.8,4.4,4.3,4.6,4.6,3.8,4.4,13,12
POL,ARTSC,Sexual Diver Politic JPU315H1-LEC5101,Marsiaj,Juan,Fall,2013,3.9,4,4,3.7,3.7,3.5,4.2,4.2,3.7,49,21
POL,ARTSC,Quantitative Reason POL322H1-LEC0101,Ariga,Kenichi,Fall,2013,2.5,2.7,2.7,2.9,3.1,2.1,2.8,3.7,2.1,107,38
POL,ARTSC,Quantitative Reason POL322H1-LEC5101,Ariga,Kenichi,Fall,2013,2.6,3,2.6,2.9,3,2.1,2.6,3.8,1.9,104,46
POL,ARTSC,Social Movements POL344H1-LEC0101,Bashevkin,Sylvia,Fall,2013,4.1,4.4,4.6,3.9,3.7,3.8,4.4,2.8,4.1,44,17
POL,ARTSC,Pol & Society in Russia POL354H1-LEC0101,Schwartz,Donald,Fall,2013,4.3,4.6,4.2,3.7,3.8,3.8,4.1,3.3,3.8,64,24
POL,ARTSC,Emotions in Pol Theo POL373H1-LEC0101,Kingston,Rebecca,Fall,2013,3.7,3.7,3.1,3.5,3.7,3.1,3.3,3.4,3.4,56,20
POL,ARTSC,Topics in Pol Theory POL381H1-LEC0101,Kalie,Merom,Fall,2013,4.7,4.8,4.9,4.4,4.3,4.5,4.9,2.9,4.4,44,15
POL,ARTSC,Pol of Ind. Ukraine POL414H1-LEC0101,Havrylyshyn,Oleh,Fall,2013,4.6,4.6,4.5,4.4,4.5,4.5,4.7,3.1,4.5,14,10
POL,ARTSC,Democracy & Ethnic POL429H1-LEC0101,Bertrand,Jacques,Fall,2013,3.8,4,3.4,3.4,3.2,3.6,3.6,3.6,3.4,12,5
POL,ARTSC,Topic in Comp Pol I POL438H1-LEC5101,Beltran,Francisco,Fall,2013,4.2,4,3.7,3.3,3.3,3.5,4.2,3.8,3.8,9,6
POL,ARTSC,Cdn Welfare State POL439H1-LEC0101,Haddow,Rodney,Fall,2013,4.6,4.9,5,4.6,4.9,4.7,4.9,3.6,4.6,8,7
POL,ARTSC,Topics in Latin America POL442H1-LEC0101,Rice,Roberta,Fall,2013,4.8,4.9,5,5,5,4.9,5,3.9,4.6,11,8
POL,ARTSC,Women & Politics POL450H1-LEC0101,Bashevkin,Sylvia,Fall,2013,4,4.7,3.5,3.7,4,3.2,4,4.2,3.3,12,6
POL,ARTSC,Std Civic Republicanism POL461H1-LEC0101,Beiner,Ronald,Fall,2013,4.7,4.8,4.5,4.8,4.8,4.5,4.3,2.7,4.5,9,7
POL,ARTSC,Topics in I.R. III POL466H1-LEC0101,Ahmad,Aisha,Fall,2013,4.6,4.7,4.5,4.3,4.3,4.5,4.9,3.7,4.5,15,15
POL,ARTSC,Adv Cdn Env Pol POL473H1-LEC5101,Olive,Andrea,Fall,2013,4.3,4.7,4.5,4,4.2,4.5,4.5,3.7,4.2,14,6
POL,ARTSC,Topics Inter Pol I POL486H1-LEC0101,Matthews,Robert,Fall,2013,4.4,4.4,4.4,3.6,3.6,3.6,3.6,3.8,3.6,13,5
POL,ARTSC,Ukraine: Pol  Eco & Soc -JHP304Y1-LEC0101,Magosci,Paul,Winter,2013,4,4.3,4.3,4.3,4.5,4,N/A,2.8,4.3,15,6
POL,ARTSC,Chinese Politics -JPA331Y1-LEC0101,Ong,Lynette,Winter,2013,4.3,4.5,4.4,4.1,4.1,4.1,N/A,2.9,4.3,37,15
POL,ARTSC,Religion & Politics -JPR364Y1-LEC0101,Marshall,Ruth,Winter,2013,3.9,3.8,3.7,3.9,3.7,3.3,N/A,4,3.2,47,16
POL,ARTSC,Religion & Politics -JPR364Y1-LEC0101,Rayside,David,Winter,2013,3.9,3.8,3.8,3.9,3.7,3.3,N/A,4,3.2,47,16
POL,ARTSC,Democracy War Peace -POL101Y1-LEC0101,Kopstein,Jeffrey,Winter,2013,4.2,4.3,4,3.8,3.8,3.8,N/A,3.1,4.1,1036,545
POL,ARTSC,Democracy War Peace -POL101Y1-LEC0101,Wong,Joseph,Winter,2013,4.2,4.3,4.6,3.8,3.8,3.8,N/A,3.1,4.1,1036,545
POL,ARTSC,Political Theory -POL200Y1-LEC0101,Balot,Ryan,Winter,2013,3.4,3.6,3.7,3.6,3.6,3,N/A,3.5,2.8,438,190
POL,ARTSC,Political Theory -POL200Y1-LEC0101,Orwin,Clifford,Winter,2013,3.4,3.6,3,3.6,3.6,3,N/A,3.5,2.8,438,190
POL,ARTSC,Political Theory -POL200Y1-LEC5101,Balot,Ryan,Winter,2013,3.6,3.8,3.8,3.6,3.7,3.2,N/A,3.4,3.1,231,88
POL,ARTSC,Political Theory -POL200Y1-LEC5101,Orwin,Clifford,Winter,2013,3.6,3.8,3.5,3.6,3.7,3.2,N/A,3.4,3.1,231,88
POL,ARTSC,Politics of Development -POL201Y1-LEC0101,Jung,Courtney,Winter,2013,4.2,4.4,4.1,3.9,3.9,3.8,N/A,3.6,3.9,230,102
POL,ARTSC,US Govt & Politics -POL203Y1-LEC5101,Hurl,Ryan,Winter,2013,3.7,3.8,4,3.8,3.9,3.4,N/A,3.3,3.4,185,80
POL,ARTSC,Politics in Europe -POL207Y1-LEC0101,Baglioni,Sebastian,Winter,2013,3.9,4.2,3.9,3.7,3.8,3.5,N/A,3.5,3.7,88,32
POL,ARTSC,Politics in Europe -POL207Y1-LEC0101,Hansen,Randall,Winter,2013,3.9,4.2,3.7,3.7,3.8,3.5,N/A,3.5,3.7,88,32
POL,ARTSC,Introduction to I.R. -POL208Y1-LEC0101,Gilady,Lilach,Winter,2013,3.5,3.6,3.1,3.1,3.1,2.9,N/A,3.3,3,527,267
POL,ARTSC,Canadian Politics -POL214Y1-LEC0101,Pond,David,Winter,2013,3.2,3.5,3.7,3.4,3.4,3,N/A,3.2,3,220,103
POL,ARTSC,Canadian Politics -POL214Y1-LEC0101,Wiseman,Nelson,Winter,2013,3.2,3.5,3.5,3.4,3.4,3,N/A,3.2,3,220,103
POL,ARTSC,Pol & Transf of Asia-Pacific -POL215Y1-LEC0101,Bertrand,Jacques,Winter,2013,3.8,4,4,4,4,3.6,N/A,3.3,3.8,70,28
POL,ARTSC,Can in Comp Perspective -POL224Y1-LEC5101,Haddow,Rodney,Winter,2013,2.8,3.4,3.3,3.7,3.7,2.8,N/A,3.1,2.6,167,68
POL,ARTSC,Research Methods (SPE) -POL242Y1-LEC0101,Fletcher,Joseph,Winter,2013,3.2,3.6,3,3.5,3.6,3.1,N/A,3.6,2.9,39,12
POL,ARTSC,Research Methods (SPE) -POL242Y1-LEC0201,Fletcher,Joseph,Winter,2013,3.3,3.8,3.4,4.2,4.2,3.4,N/A,3.3,3.4,35,18
POL,ARTSC,Topics in Comp Pol -POL300Y1-LEC0101,Boyer,Jodie,Winter,2013,3.8,3.9,3.3,3.9,4,3.5,N/A,3.2,3.7,65,41
POL,ARTSC,Topics in Comp Pol -POL300Y1-LEC0101,Malleson,Thomas,Winter,2013,3.8,3.9,4.4,3.9,4,3.5,N/A,3.2,3.7,65,41
POL,ARTSC,Govt & Pol in Africa -POL301Y1-LEC0101,Handley,Antoinette,Winter,2013,3.8,4.2,3.7,3.4,3.4,3.4,N/A,3.6,3.4,60,25
POL,ARTSC,Govt & Pol in Africa -POL301Y1-LEC0101,Prichard,Wilson,Winter,2013,3.8,4.2,3.8,3.4,3.4,3.4,N/A,3.6,3.4,60,25
POL,ARTSC,Pol & Soc Latin Amer -POL305Y1-LEC5101,Rice,Roberta,Winter,2013,4.4,4.6,4.6,4.5,4.4,4.4,N/A,3.3,4.4,83,42
POL,ARTSC,Canadian For Policy -POL312Y1-LEC5101,Greaves,Wilfrid,Winter,2013,4.1,4.3,4.4,3.6,3.6,3.8,N/A,3.6,3.8,61,35
POL,ARTSC,Canadian Federalism -POL316Y1-LEC0101,Stein,Michael,Winter,2013,3.7,4.1,3.4,3.7,3.7,3.3,N/A,3.6,3.3,49,19
POL,ARTSC,Modern Pol Thought -POL320Y1-LEC0101,Chambers,Simone,Winter,2013,4.2,4.3,4.4,3.8,3.8,3.9,N/A,3.4,3.9,212,92
POL,ARTSC,Quantitative Reason -POL322H1-LEC5101,Painter-Main,Mike,Winter,2013,2.7,3.2,3.4,3.2,3.3,2.8,N/A,3.6,2.6,166,73
POL,ARTSC,Might & Right Amg Nt -POL323Y1-LEC0101,Jaffe,Seth,Winter,2013,4.8,4.7,4.8,4.5,4.6,4.5,N/A,3.9,4.5,38,27
POL,ARTSC,European Politics -POL324Y1-LEC5101,de Miguel Moyer,Carolina,Winter,2013,4.2,4.2,4.2,4.3,4.3,3.9,N/A,3.2,4,61,31
POL,ARTSC,U.S. Foreign Policy -POL326Y1-LEC5101,Jurgensen,Arnd,Winter,2013,4.3,4.6,4.3,3.9,3.7,4.2,N/A,3.1,4.2,60,26
POL,ARTSC,Politics & Morality -POL330Y1-LEC0101,Williams,Melissa,Winter,2013,3.8,3.8,3.5,4,4,3.5,N/A,3.8,3.4,56,26
POL,ARTSC,Ontario & Quebec Pol -POL334H1-LEC0101,Haddow,Rodney,Winter,2013,3.8,4,4,3.6,3.8,3.5,N/A,3.1,3.3,58,27
POL,ARTSC,International Law -POL340Y1-LEC0101,Bryant,Michael,Winter,2013,3.1,3,3,2.8,2.7,2.6,N/A,2.9,2.6,126,59
POL,ARTSC,Pol Global Governance -POL343Y1-LEC0101,Achvarina,Vera,Winter,2013,2.8,2.8,2.5,3.1,3.1,2.4,N/A,3.4,2.3,61,33
POL,ARTSC,Social Movements -POL344Y1-LEC0101,Bashevkin,Sylvia,Winter,2013,3.6,3.8,3.7,3.4,3.5,3.3,N/A,2.8,3.2,45,30
POL,ARTSC,Becoming Israel -POL345Y1-LEC0101,Haklai,Oded,Winter,2013,4.1,4.3,4.1,3.8,3.8,4,N/A,3.3,4,59,29
POL,ARTSC,Tops: S Asian Politics -POL357Y1-LEC0101,Murali,Kanta,Winter,2013,4.3,4.5,4.7,4.5,4.4,4.2,N/A,3.5,4.2,56,19
POL,ARTSC,Enlarging Europe -POL359Y1-LEC5101,Austin,Robert,Winter,2013,4.4,4.4,4.8,4.4,4.4,4.4,N/A,2.7,4.6,78,31
POL,ARTSC,PolEcon Institutions -POL371H1-LEC0101,Bathelt,Harald,Winter,2013,3.2,3.2,3.2,3.1,2.9,2.7,N/A,3.2,2.9,51,14
POL,ARTSC,Emotions in Pol Theo -POL373Y1-LEC0101,Kingston,Rebecca,Winter,2013,4,4,4.2,4.1,4.2,3.6,N/A,3.4,3.9,50,14
POL,ARTSC,Topics Canadian Pol -POL382H1-LEC0101,Bryant,Michael,Winter,2013,3.2,3.4,3.1,3.4,3.3,2.7,N/A,3.1,3,54,29
POL,ARTSC,Pol Econ of Technolo -POL409H1-LEC0101,Wolfe,David,Winter,2013,5,4.7,5,4.4,4.4,4.7,N/A,3.6,4.9,14,7
POL,ARTSC,Human Rights -POL412Y1-LEC0101,Tieku,Thomas,Winter,2013,3.9,4.1,4.3,4.1,4.3,3.9,N/A,3.6,4.1,11,9
POL,ARTSC,Pol & Soc Cont China -POL431Y1-LEC5101,Falkenheim,Victor,Winter,2013,4.8,4.8,4.8,4.6,4.6,4.8,N/A,3.4,4.8,19,5
POL,ARTSC,Topic in Comp Pol I -POL438H1-LEC0101,Murali,Kanta,Winter,2013,4,4,4,4,4,3.7,N/A,3.8,3.5,10,6
POL,ARTSC,Markets and Justice -POL457Y1-LEC0101,Carens,Joseph,Winter,2013,4.1,4.3,4.6,3.9,3.9,4,N/A,3.1,3.9,14,7
POL,ARTSC,Ethics & Int Relations -POL469H1-LEC0101,Bertoldi,Nancy,Winter,2013,4.6,4.6,4.9,4.2,4.1,4.4,N/A,4,4.4,14,11
POL,ARTSC,Issues in Foreign Pol -POL470Y1-LEC0101,Wright,David,Winter,2013,4.3,4.3,4.3,4.3,4.5,4.1,N/A,2.3,4.5,19,8
POL,ARTSC,Pluralism  Justice Eqlty -POL480H1-LEC0101,Williams,Melissa,Winter,2013,4.4,4.2,4.8,4.4,4.2,4.2,N/A,4,3.8,8,5
POL,ARTSC,Topic Pol Thought I -POL484H1-LEC0101,Balot,Ryan,Winter,2013,5,5,4.8,5,4.8,4.8,N/A,4,4.5,12,6
POL,ARTSC,Topics Inter Pol I -POL486Y1-LEC0101,Gilady,Lilach,Winter,2013,4.6,4.6,4.6,4.4,4.2,4.6,N/A,3.6,4.5,14,11
POL,ARTSC,Topics in Can Pol I -POL490H1-LEC0101,Russell,Peter,Winter,2013,4.2,4.2,4.1,3.9,4.2,3.9,N/A,3.2,4.1,14,9
POL,ARTSC,Topics in Politics I -POL493H1-LEC0101,Wong,Wendy,Winter,2013,4.1,4.1,4,4.5,4.4,4,N/A,3.7,4.1,38,16
POL,ARTSC,Topics in Politics II -POL494H1-LEC5101,Careless,Anthony,Winter,2013,4.3,4.5,4.3,4.3,4.4,3.9,N/A,4.2,4.1,25,14
POL,ARTSC,Intensive Course -POL498H1-LEC0101,Singh,Aakash,Winter,2013,4.4,5,5,4.6,4.4,5,N/A,2.8,5,9,5
POL,ARTSC,Thesis and Seminar -POL499Y1-LEC5101,Preston,Trevor,Winter,2013,3.1,2.6,3.2,3.5,3.6,2.8,N/A,3.6,3.3,12,10
POL,ARTSC,Thesis and Seminar POL499Y1-Y-LEC0101,Kingsbury,Donald,Winter,2016,4.7,4.5,4.7,4.2,4,4,3.8,3.3,4.2,15,7
POL,ARTSC,Topics in I.P. POL380Y1-Y-LEC0101,Gilady,Lilach,Winter,2016,4.3,4.3,4.3,4,4,4,4.5,3.7,4.1,61,29
POL,ARTSC,Topics in I.R. III POL466H1-S-LEC0101,Ahmad,Aisha,Winter,2016,4.5,4.5,4.5,4.3,4.3,4.5,4.8,3.5,4.7,15,15
POL,ARTSC,Topics in Politics I POL493H1-S-LEC0101,Bertoldi,Nancy,Winter,2016,4.6,4.6,4.8,4.3,4.3,4.4,5,3.7,4.8,24,12
POL,ARTSC,Topics in Politics II POL494H1-Y-LEC5101,Careless,Anthony,Winter,2016,4.2,4.4,4.6,4.6,4.6,4.2,4.4,4,4.8,12,5
POL,ARTSC,Spatial Construct of Pol Econ POL371H1-S-LEC5101,Bathelt,Harald,Winter,2016,3.8,4.1,4.2,3.9,4.1,3.8,3.9,3.3,3.5,52,13
POL,ARTSC,Socratic School POL402Y1-S-LEC0101,Orwin,Clifford,Winter,2016,4.4,4.3,4.6,4.4,4.6,4.4,4.9,3.1,4.4,13,7
POL,ARTSC,Canadian Politics POL214Y1-Y-LEC5101,Pond,David,Summer,2015,4.2,4.4,4.5,4,4.1,4.2,4.6,3,4.3,73,23
POL,ARTSC,US Govt & Politics POL203Y1-Y-LEC5101,Hurl,Ryan,Winter,2016,3.7,3.9,3.3,4,4.2,3.3,3.6,3.4,3.4,110,21
POL,ARTSC,Topics in Comp Pol III POL410H1-S-LEC0101,Donnelly,Michael,Winter,2016,3.8,3.7,4,4.2,4.2,4,3.7,2.8,3.3,14,7
